id;id_tarifario;codigo_cups;rango_desde;rango_hasta
231;1;42308;0;150
232;1;43001;0;150
233;1;43102;0;150
234;1;43103;0;150
235;1;43104;0;150
236;1;43105;0;150
237;1;43106;0;150
238;1;43107;0;150
239;1;43108;0;150
240;1;43109;0;150
241;1;44101;0;150
242;1;44203;0;150
243;1;44204;0;150
244;1;44205;0;150
245;1;44206;0;150
246;1;44207;0;150
247;1;44208;0;150
248;1;44301;0;150
249;1;44311;0;150
250;1;44400;0;150
251;1;44501;0;150
252;1;44502;0;150
253;1;44503;0;150
254;1;44504;0;150
255;1;44506;0;150
256;1;44507;0;150
257;1;44508;0;150
258;1;45100;0;150
259;1;45101;0;150
260;1;46101;0;150
261;1;47101;0;150
262;1;47102;0;150
263;1;48100;0;150
264;1;48101;0;150
265;1;48200;0;150
266;1;48300;0;150
267;1;51100;0;150
268;1;52101;0;150
269;1;52200;0;150
270;1;52300;0;150
271;1;52401;0;150
272;1;52601;0;150
273;1;52602;0;150
274;1;52603;0;150
275;1;53101;0;150
276;1;53102;0;150
277;1;53103;0;150
278;1;53104;0;150
279;1;53105;0;150
280;1;53106;0;150
281;1;53107;0;150
282;1;53108;0;150
283;1;53109;0;150
284;1;53110;0;150
285;1;53111;0;150
286;1;53112;0;150
287;1;53113;0;150
288;1;53114;0;150
289;1;53115;0;150
290;1;53121;0;150
291;1;53201;0;150
292;1;53202;0;150
293;1;53203;0;150
294;1;53204;0;150
295;1;53205;0;150
296;1;53206;0;150
297;1;53207;0;150
298;1;53301;0;150
299;1;53303;0;150
300;1;54101;0;150
301;1;54102;0;150
302;1;54103;0;150
303;1;54201;0;150
304;1;54202;0;150
305;1;54203;0;150
306;1;55100;0;150
307;1;55101;0;150
308;1;55200;0;150
309;1;60100;0;150
310;1;60200;0;150
311;1;60901;0;150
312;1;60902;0;150
313;1;60903;0;150
314;1;60904;0;150
315;1;61100;0;150
316;1;61200;0;150
317;1;61300;0;150
318;1;62200;0;150
319;1;63100;0;150
320;1;63901;0;150
321;1;63902;0;150
322;1;63903;0;150
323;1;64100;0;150
324;1;65100;0;150
325;1;65200;0;150
326;1;66100;0;150
327;1;67000;0;150
328;1;67100;0;150
329;1;67200;0;150
330;1;68100;0;150
331;1;68900;0;150
332;1;69100;0;150
333;1;70000;0;150
334;1;71100;0;150
335;1;71200;0;150
336;1;71300;0;150
337;1;71400;0;150
338;1;71600;0;150
339;1;71700;0;150
340;1;72100;0;150
341;1;72200;0;150
342;1;72300;0;150
343;1;72301;0;150
344;1;74100;0;150
345;1;75300;0;150
346;1;75400;0;150
347;1;76100;0;150
348;1;76200;0;150
349;1;76400;0;150
350;1;76500;0;150
351;1;78100;0;150
352;1;78200;0;150
353;1;80100;0;150
354;1;81100;0;150
355;1;82000;0;150
356;1;82100;0;150
357;1;82301;0;150
358;1;82302;0;150
359;1;82401;0;150
360;1;82501;0;150
361;1;82600;0;150
362;1;83100;0;150
363;1;83200;0;150
364;1;83300;0;150
365;1;83400;0;150
366;1;84100;0;150
367;1;84200;0;150
368;1;84300;0;150
369;1;84400;0;150
370;1;85100;0;150
371;1;85200;0;150
372;1;85300;0;150
373;1;86101;0;150
374;1;86102;0;150
375;1;86200;0;150
376;1;86300;0;150
377;1;86400;0;150
378;1;87100;0;150
379;1;87300;0;150
380;1;87401;0;150
381;1;88100;0;150
382;1;88201;0;150
