pk_id_diagnostisco;pk_codido_diagnostico;descripcion_diagnostico;fk_id_tipo_origen;aplica_sexo
332;A819;INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO, SIN OTRA ESPECIFICACION;4;Ambos
333;A820;RABIA SELVATICA;4;Ambos
334;A821;RABIA URBANA;4;Ambos
335;A829;RABIA, SIN OTRA ESPECIFICACION;4;Ambos
336;A830;ENCEFALITIS JAPONESA;4;Ambos
337;A831;ENCEFALITIS EQUINA DEL OESTE;4;Ambos
338;A832;ENCEFALITIS EQUINA DEL ESTE;4;Ambos
339;A833;ENCEFALITIS DE SAN LUIS;4;Ambos
340;A834;ENCEFALITIS AUSTRALIANA;4;Ambos
341;A835;ENCEFALITIS DE CALIFORNIA;4;Ambos
342;A836;ENFERMEDAD POR VIRUS ROCIO;4;Ambos
343;A838;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS;4;Ambos
344;A839;ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION;4;Ambos
345;A840;ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA];4;Ambos
346;A841;ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS;4;Ambos
347;A848;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS;4;Ambos
348;A849;ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION;4;Ambos
349;A850;ENCEFALITIS ENTEROVIRAL (G05.1*);4;Ambos
350;A851;ENCEFALITIS POR ADENOVIRUS (G05.1*);4;Ambos
351;A852;ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACI?N;4;Ambos
352;A858;OTRAS ENCEFALITIS VIRALES ESPECIFICADAS;4;Ambos
353;A86;ENCEFALITIS VIRAL, NO ESPECIFICADA;4;Ambos
354;A870;MENINGITIS ENTEROVIRAL (G02.0*);4;Ambos
355;A871;MENINGITIS DEBIDA A ADENOVIRUS (G02.0*);4;Ambos
356;A872;CORIOMENINGITIS LINFOCITICA;4;Ambos
357;A878;OTRAS MENINGITIS VIRALES;4;Ambos
358;A879;MENINGITIS VIRAL, SIN OTRA ESPECIFICACION;4;Ambos
359;A880;FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON];4;Ambos
360;A881;VERTIGO EPIDEMICO;4;Ambos
361;A888;OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL;4;Ambos
362;A89;INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA;4;Ambos
363;A90;FIEBRE DEL DENGUE [DENGUE CLASICO];4;Ambos
364;A91;FIEBRE DEL DENGUE HEMORRAGICO;4;Ambos
365;A920;ENFERMEDAD POR VIRUS CHIKUNGUNYA;4;Ambos
366;A921;FIEBRE DE O?NYONG-NYONG;4;Ambos
367;A922;FIEBRE EQUINA VENEZOLANA;4;Ambos
368;A923;FIEBRE DEL OESTE DEL NILO;4;Ambos
369;A924;FIEBRE DEL VALLE DEL RIFT;4;Ambos
370;A928;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS;4;Ambos
371;A929;FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION;4;Ambos
372;A930;ENFERMEDAD POR VIRUS DE OROPOUCHE;4;Ambos
373;A931;FIEBRE TRANSMITIDA POR FLEBOTOMOS;4;Ambos
374;A932;FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS;4;Ambos
375;A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS;4;Ambos
376;A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA;4;Ambos
377;A950;FIEBRE AMARILLA SELVATICA;4;Ambos
378;A951;FIEBRE AMARILLA URBANA;4;Ambos
379;A959;FIEBRE AMARILLA, NO ESPECIFICADA;4;Ambos
380;A960;FIEBRE HEMORRAGICA DE JUNIN;4;Ambos
381;A961;FIEBRE HEMORRAGICA DE MACHUPO;4;Ambos
382;A962;FIEBRE DE LASSA;4;Ambos
383;A968;OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS;4;Ambos
384;A969;FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION;4;Ambos
385;A980;FIEBRE HEMORRAGICA DE CRIMEA-CONGO;4;Ambos
386;A981;FIEBRE HEMORRAGICA DE OMSK;4;Ambos
387;A982;ENFERMEDAD DE LA SELVA DE KYASANUR;4;Ambos
388;A983;ENFERMEDAD POR EL VIRUS DE MARBURG;4;Ambos
389;A984;ENFERMEDAD POR EL VIRUS DE EBOLA;4;Ambos
390;A985;FIEBRES HEMORRAGICAS CON SINDROME RENAL;4;Ambos
391;A988;OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS;4;Ambos
392;A99;FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA;4;Ambos
393;B000;ECZEMA HERPETICO;4;Ambos
394;B001;DERMATITIS VESICULAR HERPETICA;4;Ambos
395;B002;GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA;4;Ambos
396;B003;MENINGITIS HERPETICA (G02.0*);4;Ambos
397;B004;ENCEFALITIS HERPETICA (G05.1*);4;Ambos
398;B005;OCULOPATIA HERPETICA;4;Ambos
399;B007;ENFERMEDAD HERPETICA DISEMINADA;4;Ambos
400;B008;OTRAS FORMAS DE INFECCIONES HERPETICAS;4;Ambos
401;B009;INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA;4;Ambos
402;B010;MENINGITIS DEBIDA A LA VARICELA (G02.0*);4;Ambos
403;B011;ENCEFALITIS DEBIDA A LA VARICELA (G05.1*);4;Ambos
404;B012;NEUMONIA DEBIDA A LA VARICELA (J17.1*);4;Ambos
405;B018;VARICELA CON OTRAS COMPLICACIONES;4;Ambos
406;B019;VARICELA SIN COMPLICACIONES;4;Ambos
407;B020;ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1*);4;Ambos
408;B021;MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*);4;Ambos
409;B022;HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO;4;Ambos
410;B023;HERPES ZOSTER OCULAR;4;Ambos
411;B027;HERPES ZOSTER DISEMINADO;4;Ambos
412;B028;HERPES ZOSTER CON OTRAS COMPLICACIONES;4;Ambos
413;B029;HERPES ZOSTER SIN COMPLICACIONES;4;Ambos
414;B03;VIRUELA;4;Ambos
415;B04;VIRUELA DE LOS MONOS;4;Ambos
416;B050;SARAMPION COMPLICADO CON ENCEFALITIS (G05.1*);4;Ambos
417;B051;SARAMPION COMPLICADO CON MENINGITIS (G02.0*);4;Ambos
418;B052;SARAMPION COMPLICADO CON NEUMONIA (J17.1*);4;Ambos
419;B053;SARAMPION COMPLICADO CON OTITIS MEDIA (H67.1*);4;Ambos
420;B054;SARAMPION CON COMPLICACIONES INTESTINALES;4;Ambos
421;B058;SARAMPION CON OTRAS COMPLICACIONES;4;Ambos
422;B059;SARAMPION SIN COMPLICACIONES;4;Ambos
423;B060;RUBEOLA CON COMPLICACIONES NEUROLOGICAS;4;Ambos
424;B068;RUBEOLA CON OTRAS COMPLICACIONES;4;Ambos
425;B069;RUBEOLA SIN COMPLICACIONES;4;Ambos
426;B07;VERRUGAS VIRICAS;4;Ambos
427;B080;OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS;4;Ambos
428;B081;MOLUSCO CONTAGIOSO;4;Ambos
429;B082;EXANTEMA SUBITO [SEXTA ENFERMEDAD];4;Ambos
430;B083;ERITEMA INFECCIOSO [QUINTA ENFERMEDAD];4;Ambos
431;B084;ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA;4;Ambos
432;B085;FARINGITIS VESICULAR ENTEROVIRICA;4;Ambos
433;B088;OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS;4;Ambos
434;B09;INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS;4;Ambos
435;B150;HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO;4;Ambos
436;B159;HEPATITIS AGUDA TIPO A, CON COMA HEPATICO;4;Ambos
437;B160;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO;4;Ambos
438;B161;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO;4;Ambos
439;B162;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO;4;Ambos
440;B169;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO;4;Ambos
441;B170;INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B;4;Ambos
442;B171;HEPATITIS AGUDA TIPO C;4;Ambos
443;B172;HEPATITIS AGUDA TIPO E;4;Ambos
444;B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS;4;Ambos
445;B180;HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA;4;Ambos
446;B181;HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA;4;Ambos
447;B182;HEPATITIS VIRAL TIPO C CRONICA;4;Ambos
448;B188;OTRAS HEPATITIS VIRALES CRONICAS;4;Ambos
449;B189;HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION;4;Ambos
450;B190;HEPATITIS VIRAL NO ESPECIFICADA CON COMA;4;Ambos
451;B199;HEPATITIS VIRAL NO ESPECIFICADA SIN COMA;4;Ambos
452;B200;ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS;3;Ambos
453;B201;ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS;3;Ambos
454;B202;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS;3;Ambos
455;B203;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES;3;Ambos
456;B204;ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS;3;Ambos
457;B205;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS;3;Ambos
458;B206;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII;3;Ambos
459;B207;ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES;3;Ambos
460;B208;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS;3;Ambos
461;B209;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA;3;Ambos
462;B210;ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI;3;Ambos
463;B211;ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT;3;Ambos
464;B212;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN;3;Ambos
465;B213;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS;3;Ambos
466;B217;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES;3;Ambos
467;B218;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS;3;Ambos
468;B219;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS;3;Ambos
469;B220;ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA;3;Ambos
470;B221;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL;3;Ambos
471;B222;ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO;3;Ambos
472;B227;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE;3;Ambos
473;B230;SINDROME DE INFECCION AGUDA DEBIDA A VIH;3;Ambos
474;B231;ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE);3;Ambos
475;B232;ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE;3;Ambos
476;B238;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS;3;Ambos
477;B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION;3;Ambos
478;B250;NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*);4;Ambos
479;B251;HEPATITIS DEBIDA A VIRUS CITOMEGALICO;4;Ambos
480;B252;PANCREATITIS DEBIDA A VIRUS CITOMEGALICO;4;Ambos
481;B258;OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO;4;Ambos
482;B259;ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA;4;Ambos
483;B260;ORQUITIS POR PAROTIDITIS (N51.1*);4;Ambos
484;B261;MENINGITIS POR PAROTIDITIS (G02.0*);4;Ambos
485;B262;ENCEFALITIS POR PAROTIDITIS (G05.1*);4;Ambos
486;B263;PANCREATITIS POR PAROTIDITIS (K87.1*);4;Ambos
487;B268;PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES;4;Ambos
488;B269;PAROTIDITIS, SIN COMPLICACIONES;4;Ambos
489;B270;MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA;4;Ambos
490;B271;MONONUCLEOSIS POR CITOMEGALOVIRUS;4;Ambos
491;B278;OTRAS MONONUCLEOSIS INFECCIOSAS;4;Ambos
492;B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA;4;Ambos
493;B300;QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*);4;Ambos
494;B301;CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*);4;Ambos
495;B302;FARINGOCONJUNTIVITIS VIRAL;4;Ambos
496;B303;CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*);4;Ambos
497;B308;OTRAS CONJUNTIVITIS VIRALES (H13.1*);4;Ambos
498;B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION;4;Ambos
499;B330;MIALGIA EPIDEMICA;4;Ambos
500;B331;ENFERMEDAD DEL RIO ROSS;4;Ambos
501;B332;CARDITIS VIRAL;4;Ambos
502;B333;INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE;4;Ambos
503;B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS;4;Ambos
504;B340;INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION;4;Ambos
505;B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION;4;Ambos
506;B342;INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION;4;Ambos
507;B343;INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION;4;Ambos
508;B344;INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION;4;Ambos
509;B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO;4;Ambos
510;B349;INFECCION VIRAL, NO ESPECIFICADA;4;Ambos
511;B350;TIÛA DE LA BARBA Y DEL CUERO CABELLUDO;4;Ambos
512;B351;TIÛA DE LAS UÛAS;4;Ambos
513;B352;TIÛA DE LA MANO;4;Ambos
514;B353;TIÛA DEL PIE [TINEA PEDIS];4;Ambos
515;B354;TIÛA DEL CUERPO [TINEA CORPORIS];4;Ambos
516;B355;TIÛA IMBRICADA [TINEA IMBRICATA];4;Ambos
517;B356;TIÛA INGUINAL [TINEA CRURIS];4;Ambos
518;B358;OTRAS DERMATOFITOSIS;4;Ambos
519;B359;DERMATOFITOSIS, NO ESPECIFICADA;4;Ambos
520;B360;PITIRIASIS VERSICOLOR;4;Ambos
521;B361;TIÛA NEGRA;4;Ambos
522;B362;PIEDRA BLANCA;4;Ambos
523;B363;PIEDRA NEGRA;4;Ambos
524;B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS;4;Ambos
525;B369;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION;4;Ambos
526;B370;ESTOMATITIS CANDIDIASICA;4;Ambos
527;B371;CANDIDIASIS PULMONAR;4;Ambos
528;B372;CANDIDIASIS DE LA PIEL Y DE LAS UÛAS;4;Ambos
529;B373;CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*);4;Femenino
530;B374;CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES;4;Ambos
531;B375;MENINGITIS DEBIDA A CANDIDA (G02.1*);4;Ambos
532;B376;ENDOCARDITIS DEBIDA A CANDIDA (I39.8*);4;Ambos
533;B377;SEPTICEMIA DEBIDA A CANDIDA;4;Ambos
534;B378;CANDIDIASIS DE OTROS SITIOS;4;Ambos
535;B379;CANDIDIASIS, NO ESPECIFICADA;4;Ambos
536;B380;COCCIDIOIDOMICOSIS PULMONAR AGUDA;4;Ambos
537;B381;COCCIDIOIDOMICOSIS PULMONAR CRONICA;4;Ambos
538;B382;COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION;4;Ambos
539;B383;COCCIDIOIDOMICOSIS CUTANEA;4;Ambos
540;B384;MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1*);4;Ambos
541;B387;COCCIDIOIDOMICOSIS DISEMINADA;4;Ambos
542;B388;OTRAS FORMAS DE COCCIDIOIDOMICOSIS;4;Ambos
543;B389;COCCIDIOIDOMICOSIS, NO ESPECIFICADA;4;Ambos
544;B390;INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM;4;Ambos
545;B391;INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM;4;Ambos
546;B392;INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION;4;Ambos
547;B393;INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM;4;Ambos
548;B394;HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION;4;Ambos
549;B395;INFECCION DEBIDA A HISTOPLASMA DUBOISII;4;Ambos
550;B399;HISTOPLASMOSIS, NO ESPECIFICADA;4;Ambos
551;B400;BLASTOMICOSIS PULMONAR AGUDA;4;Ambos
552;B401;BLASTOMICOSIS PULMONAR CRONICA;4;Ambos
553;B402;BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION;4;Ambos
554;B403;BLASTOMICOSIS CUTANEA;4;Ambos
555;B407;BLASTOMICOSIS DISEMINADA;4;Ambos
556;B408;OTRAS FORMAS DE BLASTOMICOSIS;4;Ambos
557;B409;BLASTOMICOSIS, NO ESPECIFICADA;4;Ambos
558;B410;PARACOCCIDIOIDOMICOSIS PULMONAR;4;Ambos
559;B417;PARACOCCIDIOIDOMICOSIS DISEMINADA;4;Ambos
560;B418;OTRAS FORMAS PARACOCCIDIOIDOMICOSIS;4;Ambos
561;B419;PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA;4;Ambos
562;B420;ESPOROTRICOSIS PULMONAR (J99.8*);4;Ambos
563;B421;ESPOROTRICOSIS LINFOCUTANEA;4;Ambos
564;B427;ESPOROTRICOSIS DISEMINADA;4;Ambos
565;B428;OTRAS FORMAS DE ESPOROTRICOSIS;4;Ambos
566;B429;ESPOROTRICOSIS, NO ESPECIFICADA;4;Ambos
567;B430;CROMOMICOSIS CUTANEA;4;Ambos
568;B431;ABSCESO CEREBRAL FEOMICOTICO;4;Ambos
569;B432;ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO;4;Ambos
570;B438;OTRAS FORMAS DE CROMOMICOSIS;4;Ambos
571;B439;CROMOMICOSIS, NO ESPECIFICADA;4;Ambos
572;B440;ASPERGILOSIS PULMONAR INVASIVA;4;Ambos
573;B441;OTRAS ASPERGILOSIS PULMONARES;4;Ambos
574;B442;ASPERGILOSIS AMIGDALINA;4;Ambos
575;B447;ASPERGILOSIS DISEMINADA;4;Ambos
576;B448;OTRAS FORMAS DE ASPERGILOSIS;4;Ambos
577;B449;ASPERGILOSIS, NO ESPECIFICADA;4;Ambos
578;B450;CRIPTOCOCOSIS PULMONAR;4;Ambos
579;B451;CRIPTOCOCOSIS CEREBRAL;4;Ambos
580;B452;CRIPTOCOCOSIS CUTANEA;4;Ambos
581;B453;CRIPTOCOCOSIS OSEA;4;Ambos
582;B457;CRIPTOCOCOSIS DISEMINADA;4;Ambos
583;B458;OTRAS FORMAS DE CRIPTOCOCOSIS;4;Ambos
584;B459;CRIPTOCOCOSIS, NO ESPECIFICADA;4;Ambos
585;B460;MUCORMICOSIS PULMONAR;4;Ambos
586;B461;MUCORMICOSIS RINOCEREBRAL;4;Ambos
587;B462;MUCORMICOSIS GASTROINTESTINAL;4;Ambos
588;B463;MUCORMICOSIS CUTANEA;4;Ambos
589;B464;MUCORMICOSIS DISEMINADA;4;Ambos
590;B465;MUCORMICOSIS, SIN OTRA ESPECIFICACION;4;Ambos
591;B468;OTRAS CIGOMICOSIS;4;Ambos
592;B469;CIGOMICOSIS, NO ESPECIFICADA;4;Ambos
593;B470;EUMICETOMA;4;Ambos
594;B471;ACTINOMICETOMA;4;Ambos
595;B479;MICETOMA, NO ESPECIFICADO;4;Ambos
596;B480;LOBOMICOSIS;4;Ambos
597;B481;RINOSPORIDIOSIS;4;Ambos
598;B482;ALESQUERIASIS;4;Ambos
599;B483;GEOTRICOSIS;4;Ambos
600;B484;PENICILOSIS;4;Ambos
601;B487;MICOSIS OPORTUNISTAS;4;Ambos
602;B488;OTRAS MICOSIS ESPECIFICADAS;4;Ambos
603;B49;MICOSIS, NO ESPECIFICADA;4;Ambos
604;B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES;4;Ambos
605;B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM;4;Ambos
606;B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION;4;Ambos
607;B510;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA;4;Ambos
608;B518;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES;4;Ambos
609;B519;PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES;4;Ambos
610;B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA;4;Ambos
611;B528;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES;4;Ambos
612;B529;PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES;4;Ambos
613;B530;PALUDISMO DEBIDO A PLASMODIUM AVALE;4;Ambos
614;B531;PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS;4;Ambos
615;B538;OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA PARTE;4;Ambos
616;B54;PALUDISMO [MALARIA] NO ESPECIFICADO;4;Ambos
617;B550;LEIISHMANIASIS VISCERAL;4;Ambos
618;B551;LEISHMANIASIS CUTANEA;4;Ambos
619;B552;LEISHMANIASIS MUCOCUTANEA;4;Ambos
620;B559;LEISHMANIASIS, NO ESPECIFICADA;4;Ambos
621;B560;TRIPANOSOMIASIS GAMBIENSE;4;Ambos
622;B561;TRIPANOSOMIASIS RHODESIENSE;4;Ambos
623;B569;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACI?N;4;Ambos
624;B570;ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (141.2*, 198.1*);4;Ambos
625;B571;ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON;4;Ambos
626;B572;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON ;4;Ambos
627;B573;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO;4;Ambos
628;B574;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO;4;Ambos
629;B575;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS;4;Ambos
630;B580;OCULOPATIA DEBIDA A TOXOPLASMA;4;Ambos
631;B581;HEPATITIS DEBIDA A TOXOPLASMA (K77.0*);4;Ambos
632;B582;MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2*);4;Ambos
633;B583;TOXOPLASMOSIS PULMONAR (J17.3*);4;Ambos
634;B588;TOXOPLASMOSIS CON OTRO ORGANO AFECTADO;4;Ambos
635;B589;TOXOPLASMOSIS, NO ESPECIFICADA;4;Ambos
636;B59;NEUMOCISTOSIS (J17.3*);4;Ambos
637;B600;BABESIOSIS;4;Ambos
638;B601;ACANTAMEBIASIS;4;Ambos
639;B602;NAEGLERIASIS;4;Ambos
640;B608;OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZARIOS;4;Ambos
641;B64;ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA;4;Ambos
642;B650;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM [ESQUISTOSOMIASIS URINARIA];4;Ambos
643;B651;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL];4;Ambos
644;B652;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM;4;Ambos
645;B653;DERMATITIS POR CERCARIAS;4;Ambos
646;B658;OTRAS ESQUISTOSOMIASIS;4;Ambos
647;B659;ESQUISTOSOMIASIS, NO ESPECIFICADA;4;Ambos
648;B660;OPISTORQUIASIS;4;Ambos
649;B661;CLONORQUIASIS;4;Ambos
650;B662;DICROCOELIASIS;4;Ambos
651;B663;FASCIOLIASIS;4;Ambos
652;B664;PARAGONIMIASIS;4;Ambos
653;B665;FASCIOLOPSIASIS;4;Ambos
654;B668;OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS;4;Ambos
655;B669;INFECCION DEBIDA A TREMATODOS, NO ESPECIFICADA;4;Ambos
656;B670;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS;4;Ambos
657;B671;INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS;4;Ambos
658;B672;INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS;4;Ambos
659;B673;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS;4;Ambos
660;B674;INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACION;4;Ambos
661;B675;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS;4;Ambos
